question,option_1,option_2,option_3,option_4,source,num_voters
Qay biri toʻgʻri?,U “Bolqon” urushi va Birinchi Jahon urushida qatnashgan edi.,U “Bolqon” urushi va Birinchi jahon urushida qatnashgan edi.,U Bolqon urushi va Birinchi jahon urushida qatnashgan edi.,,https://t.me/oriftolib/2503,"[641, 925, 1925]"
Boʻztoʻrgʻay bu – ...,Qush turi,Oʻsimlik turi,"Qoʻriq, boʻz yer",,https://t.me/oriftolib/2507,"[1611, 295, 203]"
Qay biri toʻgʻri?,Notarius,Natarius,,,https://t.me/oriftolib/2512,"[1863, 385]"
Qay biri toʻgʻri?,Notovon koʻngilga qoʻtir jomashov,Notavon koʻngilga qoʻtir jomashov,Natovon koʻngilga qoʻtir jomashov,,https://t.me/oriftolib/2513,"[439, 1509, 151]"
Qay biri toʻgʻri?,Xatolarni toʻgʻirlaymiz.,Hatolarni toʻgʻrilaymiz.,Xatolarni toʻgʻrilaymiz.,,https://t.me/oriftolib/2514,"[942, 248, 1118]"
Qay biri toʻgʻri?,Funktsiya,Funksiya,Funksya,,https://t.me/oriftolib/2516,"[305, 2056, 137]"
Qay biri toʻgʻri?,Koeffitsiyent,Koeffitsient,Koeffisient,,https://t.me/oriftolib/2517,"[829, 1095, 635]"
"Gʻalchani izzat qilsang, chorigʻi bilan toʻrga chiqadi.

Ushbu maqoldagi “gʻalcha” soʻzi qanday maʼnoni anglatadi?","Manman, kibrli","Surbet, betgachopar",Gap-soʻzni tezda uqmaydigan,,https://t.me/oriftolib/2518,"[429, 1038, 2495]"
Qay biri toʻgʻri?,Eshikni yop! Oʻzi sovuq uyni yana sovutyapsan!,Eshikni yop! Oʻzi sovuq uyni yana sovityapsan!,Eshikni yop! Oʻzi soviq uyni yana sovityapsan!,,https://t.me/oriftolib/2519,"[3975, 2658, 741]"
Choshgoh qaysi vaqtni anglatadi?,Kun koʻtarilib qolgan vaqt,Peshin va asr orasi,"Kunbotar, shom payti",,https://t.me/oriftolib/2522,"[1072, 1054, 510]"
Qay biri toʻgʻri?,Mars sayyorasi,“Mars” sayyorasi,,,https://t.me/oriftolib/2523,"[2965, 1174]"
Koreya Respublikasining norasmiy nomi – ...,Shimoliy Koreya,Janubiy Koreya,Bu davlat hozir mavjud emas.,,https://t.me/oriftolib/2525,"[596, 1103, 761]"
"Qay biri toʻgʻri?

Chiroq yana oʻchdi. Hamma yoq ...",qarongʻu,qorongʻu,qorongʻi,,https://t.me/oriftolib/2526,"[231, 2380, 1040]"
"... daraxtining egilgani – singani,
Er yigitning uyalgani – oʻlgani.
 Maqolda qaysi soʻz tushib qolgan?",Terak,Eman,Sarv,,https://t.me/oriftolib/2528,"[683, 766, 779]"
"Egniga engil bitmagan shoʻrpeshona, toʻpori, qashshoq dehqon... (Komil Yashin, “Hamza”)

Yuqoridagi jumlada qoʻllangan “engil” soʻzining maʼnosi nima?","Yengil bosh kiyim, doʻppi","Kiyim, libos",Kuyovlik sarposi,,https://t.me/oriftolib/2529,"[530, 1093, 489]"
Qay biri toʻgʻri?,Imij,Imidj,,,https://t.me/oriftolib/2530,"[1229, 1261]"
"Qay biri toʻgʻri?

Izgʻirin sovuqlarda mana shu kurtkasi ...",joniga oro kirdi.,joniga ora kirdi.,,,https://t.me/oriftolib/2532,"[1966, 446]"
"Qalb qozoni qaynamas, qaynasa ham quyulmas. 

Ushbu maqoldagi “qalb” soʻzining maʼnosi nima?","Nopok, qallob","Yurak, koʻngil","Nosoz, butun emas",,https://t.me/oriftolib/2535,"[772, 1306, 272]"
"Qay biri toʻgʻri? 

Tinch turgan qayiq birdan ...",qalqdi,qalqidi,Ikkovi ham toʻgʻri.,,https://t.me/oriftolib/2536,"[555, 1505, 550]"
Qay biri toʻgʻri?,Pedagog,Pedogog,,,https://t.me/oriftolib/2537,"[2259, 304]"
"Qay biri toʻgʻri? 

Oʻrmon yongʻinlari oqibatida 1000 dan ortiq hayvon ...",vafot etdi,nobud boʻldi,Olamdan oʻtdi,,https://t.me/oriftolib/2539,"[207, 2222, 67]"
Qay biri toʻgʻri?,Rasmiy diler,Rasmiy diller,,,https://t.me/oriftolib/2541,"[1029, 1564]"
Qay biri toʻgʻri?,Toʻgʻri yozish mavzuyida gaplashamiz.,Toʻgʻri yozish mavzuida gaplashamiz.,Toʻgʻri yozish mavzusida gaplashamiz.,,https://t.me/oriftolib/2542,"[192, 166, 2275]"
Qay biri toʻgʻri?,Tengdoshlari orasida oʻz mavqeyiga ega.,Tengdoshlari orasida oʻz mavqeiga ega.,Tengdoshlari orasida oʻz mavqesiga ega.,,https://t.me/oriftolib/2543,"[1415, 934, 367]"
Qay biri toʻgʻri?,Ellikga yaqin,Ellikka yaqin,Ikkovi ham toʻgʻri.,,https://t.me/oriftolib/2544,"[493, 1764, 362]"
"Qay biri toʻgʻri? 

Otlarning tuyoqlari gullarni ...",majaqladi.,majagʻladi.,Ikkovi ham toʻgʻri.,,https://t.me/oriftolib/2545,"[1322, 921, 323]"
Qay biri toʻgʻri?,Majagʻi chiqdi.,Majaqi chiqdi.,Ikkovi ham toʻgʻri.,,https://t.me/oriftolib/2546,"[2025, 292, 269]"
Qay biri toʻgʻri?,Oʻgʻirlik qilgan oʻgʻri boʻladi-da!,Oʻgʻrilik qilgan oʻgʻri boʻladi-da!,Oʻgʻirlik qilgan oʻgʻri boʻladida!,,https://t.me/oriftolib/2547,"[621, 1325, 463]"
Qay biri toʻgʻri?,5-sinf uchun “Ona tili” darsligi,5-sinf uchun Ona tili darsligi,5-sinf uchun ona tili darsligi,,https://t.me/oriftolib/2549,"[792, 793, 1031]"
Qay biri toʻgʻri?,Aliyev Valining “Ona tili” fanidan daftari,Aliyev Valining Ona tili fanidan daftari,Aliyev Valining ona tili fanidan daftari,,https://t.me/oriftolib/2550,"[774, 619, 1109]"
"“Igna bilan bitadigan ishga juvoldiz tiqma” degan maqol bor.

Juvoldiz nima?",Xanjar,Yoʻgʻon igna,Choʻp,,https://t.me/oriftolib/2552,"[648, 1565, 476]"
Qay biri toʻgʻri?,Choyning shaʼmasi. U nimaga shaʼma qildi?,Choyning shamasi. U nimaga shaʼma qildi?,Choyning shamasi. U nimaga shama qildi?,,https://t.me/oriftolib/2553,"[233, 1760, 490]"
Yoʻrgʻa ot qanaqa ot?,Poygaga maxsus tayyorlangan ot,"Qadami mayda, lekin tez yuradigan ot",Qora-qizgʻish tusli chopqir ot,,https://t.me/oriftolib/2555,"[555, 1401, 582]"
Qay biri toʻgʻri?,Togʻ yon bagʻirlari,Togʻ yonbagʻirlari,,,https://t.me/oriftolib/2557,"[844, 1918]"
“Qoʻynidan toʻkilsa – qoʻnjiga” degan maqol bor. “Qoʻnj” nimani anglatadi?,Choʻntak,Hamyon,Poyabzal qismi,,https://t.me/oriftolib/2558,"[1226, 638, 1164]"
Qay biri toʻgʻri?,Dehqon xoʻjaligi,Dehqon hoʻjaligi,,,https://t.me/oriftolib/2559,"[2689, 253]"
Qay biri toʻgʻri?,Juma nomozi,Juma namozi,Jumʼa namozi,,https://t.me/oriftolib/2560,"[335, 1996, 421]"
Qay biri toʻgʻri?,Yonilgʻi quyish shoxobchasi,Yonilgʻi quyish shaxobchasi,Yonilgʻi quyish shahobchasi,,https://t.me/oriftolib/2561,"[523, 1262, 937]"
Qay biri toʻgʻri?,Uslubiyat,Uslubiyot,Ikkovi ham toʻgʻri.,,https://t.me/oriftolib/2562,"[1807, 298, 602]"
Qay biri toʻgʻri?,Paydar-pay,Paydarpay,,,https://t.me/oriftolib/2563,"[1248, 1122]"
"Qani, yur, xayrli ishni paysalga solib boʻlmaydi. (“Yoshlik”).

Yuqoridagi jumlada qoʻllangan “paysalga solmoq” iborasi nima maʼnoni anglatadi?","Oʻlchamoq, baho bermoq","Kechiktirmoq, keyinga surmoq","Maʼlum qilmoq, birovga aytmoq",,https://t.me/oriftolib/2564,"[208, 1960, 96]"
"Uyida chaksa uni yoʻq, 
Tom boshida qoʻsh tandir. 
Maqolda kelgan “chaksa” soʻzi nimani bildiradi?",Qora un,Roʻzgʻor buyumi,Oʻlchov birligi,,https://t.me/oriftolib/2568,"[587, 449, 1381]"
Qay biri toʻgʻri?,Dab-durustdan,Dabdurustdan,,,https://t.me/oriftolib/2571,"[969, 1467]"
Qay biri toʻgʻri?,U boburiylar sulolasi vakili edi.,U Boburiylar sulolasi vakili edi.,,,https://t.me/oriftolib/2576,"[942, 1572]"
"“Qaydam, tarbiyaga bogʻliq”, dedi. (H. Nazir, “Soʻnmas chaqmoqlar”.)

Jumladagi “qaydam” soʻzi nima maʼnoni anglatadi?",Qachondir,Unday emas,Bilmadim,,https://t.me/oriftolib/2577,"[311, 384, 1759]"
Qay biri toʻgʻri?,Surʼatni tez surʼatda chizdi.,Suratni tez surʼatda chizdi.,Suratni tez suratda chizdi.,,https://t.me/oriftolib/2579,"[505, 1990, 393]"
Qay biri toʻgʻri?,Oʻzbekiston Respublikasi Prezidentining Farmoni,Oʻzbekiston Respublikasi Prezidentining farmoni,Oʻzbekiston Respublikasi prezidentining farmoni,,https://t.me/oriftolib/2580,"[943, 1277, 556]"
"Qay biri toʻgʻri? 

Quloqsiz bolalar! Hammayoqni ... qilibsizlar-ku!",oyoqosti,oyogʻosti,Ikkovi ham toʻgʻri.,,https://t.me/oriftolib/2581,"[1153, 889, 536]"
"Ogʻir lashkar elga yaqin keldimi, 
Oʻzima bir podsho xasm boʻldimi? (“Yusuf va Ahmad”.)
Yuqoridagi baytda qoʻllangan “xasm” soʻzi nima maʼnoni anglatadi?","Doʻst, qadrdon","Yoʻldosh, hamroh","Dushman, raqib",,https://t.me/oriftolib/2583,"[411, 977, 990]"
"Hukmdor qanchalik oqil va odil boʻlsa, raiyat, ulamo, fuzalo ham haqgoʻylikka yuz tutgay. (M. Mahmudov, “Mangu kuy izlab”.)

Jumlada qoʻllangan “raiyat” soʻzining maʼnosi nima?","Xalq, fuqarolar","Amaldorlar, arkoni davlat","Boylar, zodagonlar",,https://t.me/oriftolib/2585,"[1469, 827, 165]"
Qay biri toʻgʻri?,Loyihaga ishchi yonladi.,Loyihaga ishchi yolladi.,Ikkovi ham toʻgʻri.,,https://t.me/oriftolib/2586,"[426, 2050, 526]"
"Shirinni bogʻladi togʻning toshiga,
Gʻajir ega boʻlar, dedi, loshiga. (“Shirin va Shakar”.)
 Misrada qoʻllangan “gʻajir” soʻzi nimani anglatadi?","Dushman, yogʻiy","Sher, qoplon",Yirtqich qush,,https://t.me/oriftolib/2588,"[652, 642, 1051]"
Yuqoridagi misrada qoʻllangan “losh” soʻzining maʼnosi nima?,Jonsiz gavda,"Boylik, mol-dunyo",Kiyim-kechak,,https://t.me/oriftolib/2589,"[1595, 483, 239]"
Qay biri toʻgʻri?,Oshyon,Oshiyon,,,https://t.me/oriftolib/2592,"[1524, 1343]"
"Qay biri toʻgʻri?

U ogʻir vazifani uddalashga ... boʻldi.",muvofiq,muvaffaq,muvofaq,,https://t.me/oriftolib/2594,"[710, 2360, 224]"
Qay biri toʻgʻri?,Shaharlar aro avtobus qatnovi,Shaharlararo avtobus qatnovi,,,https://t.me/oriftolib/2595,"[643, 2543]"
Oʻtgan asrda soʻzlashuv tilida faol ishlatilgan “shayton arava” iborasi nimani bildirgan?,Avtomobil,Tikuv mashinasi,Velosiped,,https://t.me/oriftolib/2598,"[1645, 591, 992]"
Ismlar imlosi. Qay biri toʻgʻri?,"Xaliljon, Xalilov","Haliljon, Halilov",,,https://t.me/oriftolib/2599,"[1460, 1526]"
Qay biri toʻgʻri?,Doʻstim kelguncha kitobni oʻqib tugatishim kerak.,"Doʻstim kelguncha, kitobni oʻqib tugatishim kerak.",,,https://t.me/oriftolib/2600,"[1940, 1118]"
Qay biri toʻgʻri?,Raqobatbardoshlik,Raqobatbardoshlilik,,,https://t.me/oriftolib/2602,"[1628, 1402]"
Qirovning boshqa nomi nima?,Uvuldiriq,Bulduruq,Toʻpon,,https://t.me/oriftolib/2604,"[515, 1814, 538]"
Qay biri toʻgʻri?,Baravar,Barobar,Ikkovi ham toʻgʻri.,,https://t.me/oriftolib/2605,"[308, 1164, 1283]"
Qay biri toʻgʻri?,Burilish,Burulish,Ikkovi ham toʻgʻri.,,https://t.me/oriftolib/2608,"[1587, 592, 576]"
"Qay biri toʻgʻri? 

Baʼzi bolalarning ... boʻsh boʻladi, shu sababli uyquda tagini hoʻllab qoʻyadi.",qavigʻi,qovigʻi,Qovugʻi,,https://t.me/oriftolib/2610,"[287, 427, 1955]"
"Qay biri toʻgʻri? 

Koʻrpaning ikki tomoniga oʻtkazib tikilgan choki, shunday chok bilan tikish – ...",Koʻrpaqaviq,Koʻrpaqoviq,Koʻrpaqovuq,,https://t.me/oriftolib/2611,"[1613, 636, 472]"
"Qay biri toʻgʻri? 

Boshqalardan oʻzini baland tutib, kibr bilan yuradigan, kekkaygan, kibrli – ...",Dimoqdor,Dimogʻdor,Ikkovi ham toʻgʻri.,,https://t.me/oriftolib/2613,"[391, 2281, 362]"
Ismlar imlosi. Qay biri toʻgʻri?,Shahboz,Shaxboz,Shohboz,Shoxboz,https://t.me/oriftolib/2614,"[1336, 1278, 358, 153]"
"Bu bola onasidek tuygʻun ekan.

Jumladagi “tuygʻun” soʻzi qanday maʼno anglatadi?","Tez hayajonlanadigan, xavotirga beriladigan","Yigʻloqi, koʻngli boʻsh","Tez fahmlaydigan, sezgir",,https://t.me/oriftolib/2615,"[819, 636, 1371]"
Qay biri toʻgʻri?,Qaqshamoq,Qaxshamoq,Ikkovi ham toʻgʻri.,,https://t.me/oriftolib/2617,"[2040, 522, 473]"
Qay biri toʻgʻri?,“Hozir uvullavoraman!” dedi boʻri.,“Hozir uvillavoraman!” dedi boʻri.,,,https://t.me/oriftolib/2619,"[7636, 8014]"
"Suv, choy qaynatiladigan metall idish, qumgʻon – ...",Choyidish,Choydish,Chovdish,,https://t.me/oriftolib/2620,"[9842, 3774, 3255]"
"U juda odamovi.

Jumladagi “odamovi” soʻzi qanday maʼnoni anglatadi?",El-xalqqa aralashmaydigan,Odamning koʻnglini olishni biladigan,"Ovga ishqiboz, ovga qiziqadigan",,https://t.me/oriftolib/2622,"[2568, 298, 66]"
"Sahifalangan Qurʼon, Qurʼoni karimning kitob holati – ...",Mushaf,Musʼhaf,,,https://t.me/oriftolib/2623,"[642, 2292]"
Qay biri toʻgʻri?,Toʻrtalasi ham shu fikrda ekan.,Toʻrttalasi ham shu fikrda ekan.,,,https://t.me/oriftolib/2624,"[1694, 1381]"
"Biroz kalovlanib turdi.

Jumladagi “kalovlanib” soʻzi qanday maʼnoda?","Dovdirab, esankirab","Oʻylanib, xayolga tolib","Tipirchilab, silkinib",,https://t.me/oriftolib/2625,"[2015, 1057, 238]"
Qay biri toʻgʻri?,OTMlarda imtihon oʻtkazilyapti.,OTMlarda imtixon oʻtkazilyapti.,OTM larda imtixon oʻtkazilyapti.,,https://t.me/oriftolib/2626,"[2073, 518, 582]"
Qay biri toʻgʻri?,“Gurs” etib yiqildi.,Gurs etib yiqildi.,,,https://t.me/oriftolib/2627,"[918, 2128]"
Qay biri toʻgʻri?,"Natijada, iqtisodiyot biroz oʻnglandi.",Natijada iqtisodiyot biroz oʻnglandi.,,,https://t.me/oriftolib/2630,"[939, 1361]"
"Tayoqsizga tovushqon uchrar.

Maqoldagi “tovushqon” soʻzi nimani anglatadi?",Kiyik,Mushtumzoʻr,Quyon,,https://t.me/oriftolib/2632,"[248, 1076, 951]"
"Chappar urib gullagan bogʻin,
Oʻpar edim vatan tuprogʻin. (H. Olimjon.)
Misradagi “chappar urib” iborasi qanday maʼno bildiradi?",Oppoq boʻlib,"Yoppasiga, birvarakayiga",Quyoshga talpinib,,https://t.me/oriftolib/2634,"[503, 1463, 496]"
Qay biri toʻgʻri?,Janubiy-sharqiy Osiyo,Janubi-sharqiy Osiyo,,,https://t.me/oriftolib/2636,"[1145, 1454]"
Qay biri toʻgʻri?,Hech qachon tama qilma!,Hech qachon taʼma qilma!,Hech qachon tamaʼ qilma!,,https://t.me/oriftolib/2637,"[427, 1911, 135]"
Oʻzini juda yuqori tutadigan va shunday muomalada boʻladigan; dimogʻi baland – ...,Kalandimogʻ,Kalondimogʻ,Kalondimoq,,https://t.me/oriftolib/2639,"[686, 1240, 318]"
“Hazir boʻling!” jumlasi qanday maʼnoga ega?,Tayyor boʻling!,Ehtiyot boʻling!,Bagʻrikeng boʻling!,,https://t.me/oriftolib/2643,"[853, 1278, 380]"
"Qay biri toʻgʻri? 

Hazilga oʻxshash, hazil aralash, nojiddiy – ...",Hazilomus,Hazilomuz,,,https://t.me/oriftolib/2646,"[905, 1489]"
"Qay biri toʻgʻri? 

_________________, sizni qiynab turgan eng katta uchta muammo birdaniga hal boʻlib qolsa, maqsadlaringiz jiddiy oʻzgarar edimi?",Oʻzingizga tasavvur qiling,Tasavvur qiling,,,https://t.me/oriftolib/2648,"[280, 1742]"
Qay biri toʻgʻri?,Soat nechada?,Soat nechida?,Soat nechchida?,,https://t.me/oriftolib/2650,"[1067, 814, 643]"
Qay biri toʻgʻri?,Bu holatga ilk bor roʻbaroʻ keldi.,Bu holatga ilk bor roʻ-baroʻ keldi.,,,https://t.me/oriftolib/2654,"[2105, 241]"
Qay biri toʻgʻri?,Qadambaqadam ergashdi.,Qadam-baqadam ergashdi.,Qadamba-qadam ergashdi.,,https://t.me/oriftolib/2655,"[555, 1334, 895]"
Qay biri toʻgʻri?,"Sizningcha, shunisi toʻgʻrimi?","Sizning-cha, shunisi toʻgʻrimi?",,,https://t.me/oriftolib/2658,"[1814, 509]"
"Soraxon nihoyat kunchi xotin edi. (A. Qahhor, “Sarob”).

Jumladagi “kunchi” soʻzi qanday maʼnoni bildiradi?",Kunduzi koʻp uxlaydigan,"Toqatsiz, sabri yoʻq","Qizgʻanish hissi kuchli, rashkchi",,https://t.me/oriftolib/2660,"[347, 697, 1396]"
"Surp xaltaga solib, osib qoʻyilgan qatiqning zardobi sizgach, hosil boʻlgan sut mahsuloti – ...",Qimron,Qurut,Suzma,,https://t.me/oriftolib/2662,"[213, 290, 1857]"
"Qay biri toʻgʻri? 

U juda ________ bola.",uyatchan,uyatchang,Ikkovi ham toʻgʻri.,,https://t.me/oriftolib/2666,"[1517, 878, 413]"
"Hayfkim, ahli tamiz ushbu mahalda xor ekan, 
Oldilar har yerda bulbul oshyonin zogʻlar. (Muqimiy.)
Baytdagi “zogʻ” soʻzi qaysi qushni anglatadi?",Hakka,Qargʻa,Burgut,,https://t.me/oriftolib/2667,"[1023, 1168, 136]"
"Qay biri toʻgʻri? 

Muayyan talablarga javob beradigan, biror narsaga yoki biror maqsadda ishlatsa boʻladigan; yaraydigan – ...",Yaroqli,Yarogʻli,Ikkovi ham toʻgʻri.,,https://t.me/oriftolib/2670,"[1858, 223, 250]"
Qay biri toʻgʻri?,Umum jahon deklaratsiyasi,Umumjahon deklaratsiyasi,,,https://t.me/oriftolib/2671,"[322, 1978]"
Qay biri toʻgʻri?,Xushsurat kishi,Xush surat kishi,,,https://t.me/oriftolib/2673,"[2146, 305]"
"Qay biri toʻgʻri? 

________________, ishlaydi, boʻlmasa, ochiq havoga direktor boʻlib oʻtiraveradi.",Xushiga kelsa,Hushiga kelsa,,,https://t.me/oriftolib/2676,"[1250, 1219]"
"“Baxtli”, “hayotdan zavqlanuvchi” maʼnolariga ega ism qaysi?",Komron,Barno,Mushtariy,,https://t.me/oriftolib/2679,"[1258, 502, 576]"
"Qay biri toʻgʻri?

Ertalab _____larni olib, yoʻlga tushdik.",toʻrvaxalta,toʻrva xalta,toʻrva-xalta,,https://t.me/oriftolib/2686,"[1413, 577, 467]"
Qay biri toʻgʻri?,Harakatlari zoye ketmadi.,Harakatlari zoya ketmadi.,,,https://t.me/oriftolib/2688,"[1674, 833]"
"Binobarin atmosferani pokiza tutmoq uchun barcha davlatlar hamjihat ish olib borishlari kerak. (“Fan va turmush”)

Jumladagi “binobarin” soʻzining maʼnosi nima?",Shunga qaramay,Shu sababli,Oxir-oqibatda,,https://t.me/oriftolib/2689,"[624, 1165, 477]"
"Qay biri toʻgʻri? 

U ________________ kelib qoladi.",halizamon,hali-zamon,Hali zamon,,https://t.me/oriftolib/2699,"[1225, 322, 953]"
"Qay biri toʻgʻri? 

Piyozdoshlar yoki loladoshlar oilasiga mansub, sersuv, etdor bargli tropik va subtropik oʻsimlik – ...",Aloe,Aloye,,,https://t.me/oriftolib/2702,"[1379, 575]"
"Yaydoq otni yetaklab olgan baland boʻyli xushmoʻylov yigit anhor tomonga oʻtib ketdi. (S. Ahmad, “Qadrdon dalalar”)

Jumladagi “yaydoq ot” qanday ot?","Tezchopar, shiddatli","Sekin chopadigan, horgʻin",Egar-jabduqsiz,,https://t.me/oriftolib/2705,"[303, 308, 1075]"
Qay biri toʻgʻri?,Boʻlishi mumkun.,Boʻlishi mumkin.,Ikkovi ham toʻgʻri.,,https://t.me/oriftolib/2707,"[202, 1661, 155]"
"Qay biri toʻgʻri? 

Xalq afsonalarida realistik _______________ shu tarzda tobora kuchayib bordi. (“Fan va turmush”)",tamoyil,tamoil,Ikkovi ham toʻgʻri.,,https://t.me/oriftolib/2709,"[1277, 428, 152]"
Qay biri toʻgʻri?,Oʻziga oʻzi gapiryaptimi?,Oʻziga-oʻzi gapiryaptimi?,,,https://t.me/oriftolib/2714,"[1471, 630]"
Qay biri toʻgʻri?,Oʻzidan oʻzi,Oʻzidan-oʻzi,,,https://t.me/oriftolib/2715,"[1678, 693]"
Qay biri toʻgʻri?,Bu kitob oʻz oʻzingga!,Bu kitob oʻz-oʻzingga!,,,https://t.me/oriftolib/2716,"[1036, 1323]"
"Uyning kiraverishiga qurilgan, odatda poyabzal va ust kiyimlar yechib kiriladigan birinchi xona oʻzbekchada nima deb ataladi?",Ayvon,Yoʻlak,Dahliz,,https://t.me/oriftolib/2719,"[451, 248, 1400]"
Nimtatir choy qanday choy?,"Quyuq damlangan, achchiq choy","Quyuq damlanmagan, shamasi kam choy","Kam shakar solingan, shirinligi oz choy",,https://t.me/oriftolib/2722,"[251, 1155, 865]"
Qay biri toʻgʻri?,Kattayu kichik,Katta-yu kichik,Kattayu-kichik,,https://t.me/oriftolib/2725,"[370, 1730, 397]"
Qay biri toʻgʻri?,Babbaravar,Bab-baravar,,,https://t.me/oriftolib/2727,"[801, 1618]"
Qay biri toʻgʻri?,Shu sababli bu mavzuga toʻxtaldim.,"Shu sababli, bu mavzuga toʻxtaldim.",,,https://t.me/oriftolib/2731,"[1195, 785]"
Qay biri toʻgʻri?,Oʻrta maxsus oʻquv muassasalari,Oʻrta-maxsus oʻquv muassasalari,,,https://t.me/oriftolib/2733,"[1066, 1049]"
Qay biri toʻgʻri?,Ijro hokimiyati,Ijro hokimligi,,,https://t.me/oriftolib/2736,"[1591, 714]"
Qay biri toʻgʻri?,Shahar hokimiyati,Shahar hokimligi,,,https://t.me/oriftolib/2737,"[957, 1475]"
Qay biri toʻgʻri?,Sendachi? Senda bilim bormi?,Senda-chi? Senda bilim bormi?,,,https://t.me/oriftolib/2741,"[665, 1378]"
Qay biri toʻgʻri?,Kamina misol aytdim.,Kamina misol aytdi.,Ikkovi ham toʻgʻri.,,https://t.me/oriftolib/2745,"[424, 1056, 823]"
Qay biri toʻgʻri?,Ichan-qalʼa,Ichan qalʼa,,,https://t.me/oriftolib/2750,"[554, 2110]"
Qay biri toʻgʻri?,Quling oʻrgilsin osh boʻlibdi-da oʻziyam!,Qoʻling oʻrgilsin osh boʻlibdi-da oʻziyam!,Ikkovi ham toʻgʻri.,,https://t.me/oriftolib/2751,"[756, 1156, 478]"
Ismlar imlosi. Qay biri toʻgʻri?,"Burxon, Burxoniddin","Burhon, Burhoniddin",,,https://t.me/oriftolib/2752,"[1324, 1223]"
Badiiy asarlarda baʼzan “delvagay” soʻziga duch kelamiz. U qanday maʼnoni anglatadi?,Devday salobatli,Yengil ust kiyim,Telbaga oʻxshash,,https://t.me/oriftolib/2755,"[504, 599, 832]"
Qay biri toʻgʻri?,“Yalangʻoch iqtisodiyot” kitobini oʻqidingizmi?,“Yalongʻoch iqtisodiyot” kitobini oʻqidingizmi?,,,https://t.me/oriftolib/2758,"[1402, 694]"
Qay biri toʻgʻri?,Begimot,Begemot,,,https://t.me/oriftolib/2761,"[929, 1459]"
Qay biri toʻgʻri?,U yoqdan bu yoqqa,U yoqdan-bu yoqqa,Uyoqdan buyoqqa,,https://t.me/oriftolib/2762,"[1363, 415, 527]"
Qay biri toʻgʻri?,Birmuncha,Bir muncha,,,https://t.me/oriftolib/2764,"[1552, 943]"
"Konchilikda, geologik qidirish va shu kabi ishlarda yerni teshish, parmalash uchun ishlatiladigan asbob, parma – ...",Burgʻi,Burgʻu,Ikkovi ham toʻgʻri.,,https://t.me/oriftolib/2765,"[1039, 1411, 525]"
"Qay biri toʻgʻri? 

Kosa tagida ...",nim kosa,nimkosa,,,https://t.me/oriftolib/2767,"[1243, 1238]"
Qay biri toʻgʻri?,Liq toʻla,Liqtoʻla,,,https://t.me/oriftolib/2768,"[1980, 504]"
Qay biri toʻgʻri?,Tim qora,Timqora,,,https://t.me/oriftolib/2769,"[1710, 800]"
Qay biri toʻgʻri?,Obʼekt va subʼekt,Obʼyekt va subʼyekt,Obyekt va subyekt,,https://t.me/oriftolib/2771,"[455, 817, 1961]"
"Qay biri toʻgʻri? 

... yoʻqolib ketish xavfi ostida.",Axalteke otlari,Axaltekin otlari,Axaltaka otlari,,https://t.me/oriftolib/2773,"[521, 848, 675]"
Qay biri toʻgʻri?,“Iliada” dostoni,“Illiada” dostoni,,,https://t.me/oriftolib/2774,"[909, 1254]"
Qay biri toʻgʻri?,“Oddiseya” dostoni,“Odiseya” dostoni,“Odisseya” dostoni,,https://t.me/oriftolib/2775,"[300, 595, 1326]"
✅ Qay biri toʻgʻri?,Juda koʻp kitoblarni sotib olindi.,Juda koʻp kitoblar sotib olindi.,Ikkovi ham toʻgʻri.,,https://t.me/oriftolib/2778,"[107, 1792, 236]"
"Gʻisht, tuproq, tosh va shu kabi yuklarni tashish uchun ishlatiladigan ish quroli – ...",Zambur,Zambir,Zambil,,https://t.me/oriftolib/2780,"[195, 174, 1745]"
"Zero buni barchamiz bilishimiz kerak.

Jumladagi “zero” soʻzining maʼnosi nima?","Aytgancha, darvoqe","Chunki, negaki","Shunga qaramay, shunday boʻlsa-da",,https://t.me/oriftolib/2782,"[503, 765, 885]"
✅ Qay biri toʻgʻri?,Zalvarli,Zalvorli,Ikkovi ham toʻgʻri.,,https://t.me/oriftolib/2788,"[538, 1355, 278]"
"✅ Qay biri toʻgʻri?

Es-hushidan ozgan; vasvasaga tushgan, savdoyi – ...",Vasvos,Vosvos,Ikkovi ham toʻgʻri.,,https://t.me/oriftolib/2792,"[593, 1526, 401]"
"✅ Qay biri toʻgʻri? 

Atay _____________ qilib, jahlini chiqarishga urinardi.",tegajaklik,tegajogʻlik,Ikkovi ham toʻgʻri.,,https://t.me/oriftolib/2793,"[380, 2043, 292]"
✅ Qay biri toʻgʻri?,Bilim kuchdir.,Bilim – kuchdir.,,,https://t.me/oriftolib/2794,"[1367, 1353]"
✅ Qay biri toʻgʻri?,Mutolaa ham ehtiyoj.,Mutolaa ham – ehtiyoj.,,,https://t.me/oriftolib/2796,"[1718, 707]"
✅ Qay biri toʻgʻri?,Masʼul,Maʼsul,,,https://t.me/oriftolib/2798,"[1854, 611]"
✅ Qay biri toʻgʻri?,Eshikni tanbaladi.,Eshikni tambaladi.,Ikkovi ham toʻgʻri.,,https://t.me/oriftolib/2800,"[769, 1344, 430]"
✅ Qay biri toʻgʻri?,Mamlakat suveriniteti,Mamlakat suvereniteti,,,https://t.me/oriftolib/2801,"[547, 1508]"
